from_id,to_id,is_connector,funcclass,lanes,speed,length,alpha,beta,Q
2:456096,2:455899,f,5,1.0,60,11.5484054238817,0.6,5,1200
2:460424,11180:1315,f,7,1.0,50,17.9268450653578,0.7,4,600
2:454540,2:454565,f,7,1.0,40,111.330557678614,0.7,4,600
11154:7528,2:454347,f,7,1.0,30,285.535555225793,0.7,4,600
16585:29101,12734:29805,f,0,1.0,80,99.7943449736543,0.4,8,2000
20656:2827404,20656:2827400,f,7,1.0,30,109.685228699148,0.7,4,600
20656:2858934,2:3709575,f,7,1.0,30,62.3277271929405,0.7,4,600
11177:1882,2:438679,f,7,1.0,50,17.2353546880997,0.7,4,600
2:442399,2:442364,f,7,1.0,70,316.335391826389,0.7,4,600
2:3708524,2:3708522,f,7,1.0,30,295.625414366848,0.7,4,600
2:3709312,2:455584,f,7,1.0,40,95.8037548533164,0.7,4,600
2:452452,2:3708183,f,7,1.0,30,143.08792631308,0.7,4,600
12847:4479,16590:15623,f,7,1.0,70,262.535391969317,0.7,4,600
20656:2852873,16592:20826,f,4,2.0,90,34.9326053989265,0.6,5,1200
2:459943,2:459998,f,7,1.0,30,61.6229182527073,0.7,4,600
11180:1522,11180:1518,f,7,1.0,50,55.4252058099442,0.7,4,600
20656:341775,20656:341773,f,7,1.0,50,63.725368101983,0.7,4,600
2:3708768,2:3708920,f,4,2.0,50,44.5475039360005,0.6,5,1200
11178:3157,20656:2852060,f,7,1.0,30,73.8492773244224,0.7,4,600
2:462828,16666:13753,f,7,1.0,40,153.317998366683,0.7,4,600
20656:2868783,20656:362916,f,7,1.0,50,11.1308086858131,0.7,4,600
2:3710775,2:459114,f,4,2.0,50,61.0545320989107,0.6,5,1200
2:3710614,2:458529,f,4,2.0,70,130.372989530346,0.6,5,1200
2:3712054,2:463694,f,4,2.0,70,168.271925910664,0.6,5,1200
1:210100100,2:3706412,f,5,2.0,70,194.79555046106,0.6,5,1200
10027:784901,12727:131110,f,4,2.0,80,544.160497851016,0.6,5,1200
12726:148469,2:461164,f,7,1.0,50,59.2234203084726,0.7,4,600
10017:22994,11178:9375,f,7,1.0,30,108.841529210618,0.7,4,600
2:458223,2:458191,f,4,2.0,80,5.91945419771976,0.6,5,1200
2:459135,2:459197,f,5,2.0,70,253.529303786508,0.6,5,1200
2:458629,2:3710641,f,4,2.0,50,478.431809334444,0.6,5,1200
11155:157596,10027:784901,f,4,2.0,80,9.59401923044625,0.6,5,1200
2:454010,2:453987,f,7,1.0,40,27.7540354335212,0.7,4,600
2:455440,2:456033,f,7,1.0,30,42.6377499406805,0.7,4,600
2:451799,20656:2874836,f,7,1.0,30,163.681028379915,0.7,4,600
2:3711090,2:460084,f,7,1.0,30,119.766566778754,0.7,4,600
2:462258,2:462252,f,7,1.0,70,112.957942779843,0.7,4,600
11161:392809,12726:148246,f,7,1.0,30,4.69512949776072,0.7,4,600
11158:99467,2:454348,f,7,1.0,50,100.967189038695,0.7,4,600
20656:2824968,2:462544,f,7,1.0,30,121.684290684119,0.7,4,600
2:457467,2:457718,f,7,1.0,70,1128.30175308516,0.7,4,600
2:3708059,2:452106,f,4,2.0,70,48.2934792450957,0.6,5,1200
20656:2868423,16587:25462,f,7,1.0,40,21.7346782369244,0.7,4,600
2:448233,2:448252,f,5,2.0,70,60.0353934826166,0.6,5,1200
2:3711227,2:3711186,f,7,1.0,30,22.2180605815332,0.7,4,600
20656:2876877,20656:340988,f,7,1.0,50,56.6753383208031,0.7,4,600
2:438583,12731:273016,f,4,2.0,70,284.759341147781,0.6,5,1200
2:445273,2:445241,f,5,2.0,70,195.341356152553,0.6,5,1200
20656:2876841,2:454782,f,7,1.0,50,61.5526952939723,0.7,4,600
20656:863793,2:453648,f,7,1.0,40,22.9816817067212,0.7,4,600
11178:3502,11178:3486,f,7,1.0,30,13.0471132821651,0.7,4,600
16669:27597,16669:27599,f,1,1.0,70,21.9423517692219,0.4,8,2000
20656:2850074,20656:375442,f,7,1.0,30,24.7840761076969,0.7,4,600
11179:389,2:3711810,f,7,1.0,30,40.9323860245022,0.7,4,600
16125:6750,11178:7538,f,5,2.0,70,74.9124113600646,0.6,5,1200
12732:25643,20656:365497,f,7,1.0,30,191.505873259033,0.7,4,600
2:454394,2:454426,f,7,1.0,40,73.2267240227384,0.7,4,600
2:454084,20656:2873753,f,7,1.0,30,68.7712756133224,0.7,4,600
20656:4265807,20656:4265805,f,7,1.0,50,31.7036371727567,0.7,4,600
12726:148526,1:200304713,f,3,1.0,40,10.137683808574,0.5,6,1800
10446:292,10446:298,f,1,2.0,70,40.7212095475591,0.4,8,2000
10446:112,16593:48249,f,0,1.0,110,700.403301884937,0.4,8,2000
20656:360763,11178:9429,f,7,1.0,40,80.5567396156102,0.7,4,600
2:3710394,2:458255,f,4,2.0,90,704.701470065721,0.6,5,1200
2:451091,2:451083,f,7,1.0,30,32.7468048342865,0.7,4,600
20656:359930,20656:359932,f,7,1.0,40,12.6629536648631,0.7,4,600
2:451072,2:3707671,f,7,1.0,30,39.893460278527,0.7,4,600
20656:2889632,2:454479,f,7,1.0,40,34.2755908193315,0.7,4,600
2:456382,20656:340992,f,4,2.0,40,73.9282946083533,0.6,5,1200
20656:2869762,2:454192,f,7,1.0,30,15.5197689738409,0.7,4,600
2:3709610,2:456432,f,7,1.0,30,73.5758420748458,0.7,4,600
10747:2090,10747:2100,f,0,2.0,110,1147.87395682441,0.4,8,2000
2:456762,2:456766,f,7,1.0,30,74.5723088303862,0.7,4,600
2:456771,2:456684,f,7,1.0,30,179.113847183183,0.7,4,600
20656:2827764,2:460391,f,7,1.0,30,25.3254586074838,0.7,4,600
11180:953,11180:933,f,7,1.0,50,167.226065874447,0.7,4,600
2:455039,20656:2867308,f,7,1.0,30,79.4268287669008,0.7,4,600
20656:2836360,20656:2836330,f,7,1.0,30,40.935688818147,0.7,4,600
20656:335861,20656:2883416,f,7,1.0,30,87.2445342875839,0.7,4,600
2:3708229,11178:7963,f,7,1.0,70,165.91431787044,0.7,4,600
2:460019,20656:2828002,f,5,1.0,40,96.531522131251,0.6,5,1200
20661:15447,2480C1370,t,7,1.0,30,100.0,0.7,4,600
20656:2883657,20656:359906,f,7,1.0,40,20.3664144012366,0.7,4,600
2:454312,20656:2889578,f,7,1.0,40,12.0930024807842,0.7,4,600
2:452137,20656:2874820,f,7,1.0,30,54.2768170666117,0.7,4,600
16587:25071,16587:25075,f,7,1.0,50,35.8611686231597,0.7,4,600
10027:793342,2:444321,f,5,2.0,70,901.039883137037,0.6,5,1200
2:3709790,18931:166501,f,7,1.0,70,43.4386170006288,0.7,4,600
10446:290,16593:48382,f,1,1.0,70,60.161023411969,0.4,8,2000
2:456744,2:456618,f,7,1.0,40,91.3418740172296,0.7,4,600
2:454899,10017:21880,f,7,1.0,40,25.5814620344179,0.7,4,600
20656:2836378,2:3709378,f,7,1.0,30,10.7505018490374,0.7,4,600
10016:318318,12726:148314,f,0,1.0,110,151.019317533124,0.4,8,2000
2:3706459,1:210103800,f,5,2.0,70,474.429035439307,0.6,5,1200
2:3709347,2:456297,f,7,1.0,30,24.434980336217,0.7,4,600
20656:2878907,2:3708562,f,7,1.0,40,14.5046495650437,0.7,4,600
2:460412,2:3711092,f,7,1.0,30,59.5593120658677,0.7,4,600
11178:6037,11178:6045,f,7,1.0,40,98.887699058126,0.7,4,600
2:460287,2:460304,f,7,1.0,40,125.701852091686,0.7,4,600
16587:25214,2:460383,f,7,1.0,40,26.4810809880919,0.7,4,600
2:446758,2:446786,f,5,2.0,50,23.9318559667603,0.6,5,1200
16587:25075,16587:25069,f,7,1.0,50,106.060685349853,0.7,4,600
2:456224,2:456221,f,5,2.0,40,112.999001205743,0.6,5,1200
2:3709872,2:3709878,f,5,1.0,70,164.689506659842,0.6,5,1200
10446:465,10446:438,f,0,1.0,110,977.101829518167,0.4,8,2000
16593:46274,12735:2522,f,7,1.0,50,3.83095510303024,0.7,4,600
2:463575,1:209202900,f,4,2.0,70,15.5806658076551,0.6,5,1200
10446:168,16593:48270,f,0,2.0,110,3.51311969611372,0.4,8,2000
16587:25092,16587:25086,f,7,1.0,50,32.750377477844,0.7,4,600
2:3707640,2:451027,f,7,1.0,30,145.833388113083,0.7,4,600
2:3708533,2:453272,f,7,1.0,40,228.55365194284,0.7,4,600
20656:2888027,2:453210,f,7,1.0,40,94.558142886116,0.7,4,600
20656:2875114,2:455359,f,3,2.0,40,303.965678941582,0.5,6,1800
2:454975,20656:2850930,f,7,1.0,40,237.763336477165,0.7,4,600
22846:713,2:459888,f,5,2.0,70,46.487620642681,0.6,5,1200
20656:2831594,11178:2937,f,5,1.0,30,69.9583336461286,0.6,5,1200
2:456507,2:456528,f,5,2.0,50,54.4870948877051,0.6,5,1200
11158:99216,11158:99214,f,7,1.0,50,63.2306678592702,0.7,4,600
2:3708461,2:3708457,f,7,1.0,30,61.2397524682637,0.7,4,600
16665:10247,11154:7557,f,7,1.0,30,58.9906506629519,0.7,4,600
18931:176231,2:3711327,f,4,2.0,70,143.401187198736,0.6,5,1200
2:457706,2:457884,f,4,2.0,80,244.332768541764,0.6,5,1200
2:457122,2:457079,f,5,2.0,70,173.792603146229,0.6,5,1200
2:454777,2:454907,f,7,1.0,30,181.317480563228,0.7,4,600
2:454312,20656:2889522,f,7,1.0,40,188.72781080041,0.7,4,600
2:456175,2:456167,f,7,1.0,40,8.77878129375494,0.7,4,600
20656:360932,20656:360936,f,4,1.0,50,30.740776176285,0.6,5,1200
2:454116,15610:9048,f,4,2.0,50,49.3744389730621,0.6,5,1200
2:448579,2:448635,f,7,1.0,50,112.179576943129,0.7,4,600
20656:2851591,15610:9072,f,7,1.0,40,408.622170308455,0.7,4,600
20656:2874402,16587:25415,f,7,1.0,40,20.9631111000235,0.7,4,600
10017:21104,10017:21102,f,7,1.0,50,204.622013572578,0.7,4,600
2:3710639,2:458473,f,4,2.0,90,1028.43701323231,0.6,5,1200
10446:217,19328:1002,f,1,2.0,70,19.0738724063772,0.4,8,2000
2:3711089,20656:2832211,f,7,1.0,30,5.21063153539852,0.7,4,600
2:445959,2:446114,f,3,2.0,90,558.507938525238,0.5,6,1800
2:454698,2:3708983,f,7,1.0,30,41.3828535751321,0.7,4,600
2:454986,20661:26762,f,7,1.0,70,412.95002624466,0.7,4,600
11178:6976,20656:2888330,f,7,1.0,40,169.626267278079,0.7,4,600
2:3711880,2:3711875,f,4,2.0,80,217.149903207353,0.6,5,1200
20656:365343,2:462436,f,7,1.0,30,100.322046418086,0.7,4,600
20656:2873753,2:454084,f,7,1.0,30,68.7712756133224,0.7,4,600
20656:2873749,20656:341721,f,7,1.0,30,507.238951650341,0.7,4,600
2:453812,2:3708895,f,7,1.0,70,1023.3404528354,0.7,4,600
2:460424,2:460158,f,7,1.0,50,786.476853346255,0.7,4,600
16585:29380,16585:29137,f,7,1.0,50,30.5851222138713,0.7,4,600
20656:376427,20656:771340,f,7,1.0,50,30.3406708481774,0.7,4,600
2:455156,2:455247,f,7,1.0,30,122.382415607233,0.7,4,600
2:455811,11158:99517,f,7,1.0,50,101.066519479083,0.7,4,600
11178:1783,2:455916,f,7,1.0,30,72.2663697432791,0.7,4,600
12847:4481,12847:4471,f,1,1.0,70,7.0854899621015,0.4,8,2000
2:459730,2:459770,f,7,1.0,30,118.844599067119,0.7,4,600
1:209203200,2:463506,f,5,2.0,50,142.490828670503,0.6,5,1200
11158:98972,10747:1986,f,0,1.0,70,73.1013132660927,0.4,8,2000
2:3709650,11178:9669,f,7,1.0,50,269.776140000182,0.7,4,600
10172:2,1:200306503,f,4,2.0,60,509.925323650319,0.6,5,1200
2:460298,2:460301,f,7,1.0,30,29.0900879339717,0.7,4,600
2:460129,2:460128,f,7,1.0,30,89.506451661212,0.7,4,600
20656:2866759,2:3709164,f,7,1.0,30,95.124538641645,0.7,4,600
10747:2080,10747:2082,f,5,2.0,70,101.335315018452,0.6,5,1200
2:448242,2:448416,f,7,1.0,70,626.032739147368,0.7,4,600
2:455425,2:455423,f,7,1.0,30,71.2793353853089,0.7,4,600
2:453454,10082:96627,f,3,2.0,70,182.486479658816,0.5,6,1800
20656:2836362,2:3709472,f,7,1.0,40,10.5393712812448,0.7,4,600
16594:17423,16594:17425,f,7,1.0,30,60.5461247045502,0.7,4,600
1:210301600,11177:1817,f,4,2.0,40,87.3993606063449,0.6,5,1200
12847:7406,2480C1290,t,7,1.0,30,100.0,0.7,4,600
2:445727,2480A0090,t,7,1.0,30,100.0,0.7,4,600
20656:2858924,2:456115,f,4,2.0,40,9.94821602089609,0.6,5,1200
2:3708894,2:454115,f,7,1.0,40,242.706199291056,0.7,4,600
20656:2864765,2480C1100,t,7,1.0,30,100.0,0.7,4,600
2:448987,2:448912,f,5,2.0,70,147.01549926158,0.6,5,1200
20661:3910,20661:3908,f,7,1.0,30,73.9290879268518,0.7,4,600
2:462256,19328:892,f,7,1.0,70,825.892360582306,0.7,4,600
2:462667,2:462652,f,7,1.0,30,174.669033093766,0.7,4,600
2:460612,2:3711144,f,7,1.0,30,135.014583614241,0.7,4,600
2:453697,12726:148363,f,4,2.0,50,34.9999562673261,0.6,5,1200
2:460201,2:460214,f,7,1.0,30,150.690056596089,0.7,4,600
10027:773781,11158:481776,f,4,2.0,40,32.9230234280989,0.6,5,1200
2:450758,2:450784,f,7,1.0,30,74.3169870271555,0.7,4,600
2:451139,2:451171,f,0,2.0,80,156.478747873384,0.4,8,2000
2:438977,2:438959,f,5,2.0,90,333.196490959244,0.6,5,1200
20656:376360,20656:376360,f,7,1.0,40,54.6909988715831,0.7,4,600
11180:1561,11180:1557,f,7,1.0,30,123.273394163124,0.7,4,600
10446:332,10446:336,f,1,2.0,70,5.02622293580775,0.4,8,2000
2:3708980,20656:2869790,f,7,1.0,30,56.6661647199604,0.7,4,600
2:459383,2:459378,f,7,1.0,50,30.16251383759,0.7,4,600
10747:1976,10747:2021,f,0,1.0,100,317.495882229949,0.4,8,2000
1:200301606,1:200301612,f,3,2.0,40,35.4752399431851,0.5,6,1800
2:456735,2:456641,f,7,1.0,30,266.522709727912,0.7,4,600
2:462462,2:462480,f,7,1.0,30,93.2491345840554,0.7,4,600
2:3710959,12726:148296,f,7,1.0,50,12.2383522234358,0.7,4,600
10017:23055,11178:5136,f,5,1.0,50,149.097737715438,0.6,5,1200
20656:340462,20656:340464,f,7,1.0,70,109.630500628972,0.7,4,600
2:462256,19328:866,f,7,1.0,70,220.33407674635,0.7,4,600
11158:98972,11158:98974,f,1,1.0,70,108.829531282981,0.4,8,2000
11158:99391,11158:99389,f,7,1.0,50,78.8474702782003,0.7,4,600
11179:518,20656:2823435,f,7,1.0,30,53.6238987425853,0.7,4,600
2:3711662,2:462347,f,5,1.0,70,238.573994033517,0.6,5,1200
20656:2874818,2:452181,f,7,1.0,30,54.1130078681489,0.7,4,600
11178:1623,2480C1290,t,7,1.0,30,100.0,0.7,4,600
2:460350,2:3711103,f,7,1.0,30,65.5893104698488,0.7,4,600
2:449006,2:448998,f,3,2.0,90,75.7042097316364,0.5,6,1800
11178:6895,2480C1500,t,7,1.0,30,100.0,0.7,4,600
12847:7396,12847:7392,f,3,2.0,60,23.9429525170498,0.5,6,1800
2:3709239,2:3709218,f,7,1.0,30,13.3370103469934,0.7,4,600
2:3709636,2:3709630,f,7,1.0,30,148.469134667773,0.7,4,600
20656:2830946,2:456792,f,7,1.0,40,8.3252426391127,0.7,4,600
2:452754,2:452880,f,4,2.0,70,214.521735457823,0.6,5,1200
2:3707439,2:450344,f,5,2.0,70,59.7807925553484,0.6,5,1200
10082:114878,10082:154886,f,4,1.0,40,143.134957796034,0.6,5,1200
2:3708658,20656:2890296,f,7,1.0,40,131.57054690362,0.7,4,600
2:452106,2:3708059,f,4,2.0,70,48.2934792450957,0.6,5,1200
20661:4003,20661:4001,f,7,1.0,50,67.2623437196679,0.7,4,600
2:458164,2:458285,f,4,2.0,90,428.684505839988,0.6,5,1200
2:462667,11179:675,f,7,1.0,30,224.446174464841,0.7,4,600
2:457887,11155:157682,f,4,2.0,90,1277.62488671653,0.6,5,1200
2:3708619,20661:27232,f,7,1.0,40,18.6359860039898,0.7,4,600
2:450610,2:3707368,f,4,2.0,50,126.985322825936,0.6,5,1200
2:3706230,2:443844,f,5,2.0,70,716.537203658525,0.6,5,1200
22846:725,22846:719,f,5,2.0,70,805.82063645685,0.6,5,1200
2:459884,2:3710987,f,7,1.0,30,75.8797488926102,0.7,4,600
2:456533,2:456498,f,7,1.0,30,392.383387402009,0.7,4,600
2:3708639,2:453922,f,7,1.0,50,103.710538010669,0.7,4,600
2:461943,2:462006,f,4,2.0,80,356.237631751699,0.6,5,1200
2:454709,11178:5882,f,7,1.0,30,47.2039335011177,0.7,4,600
2:446114,2:445959,f,3,2.0,90,558.507938525238,0.5,6,1800
2:455204,2:455197,f,7,1.0,30,92.4826823140803,0.7,4,600
11178:2794,20656:2872114,f,7,1.0,50,47.0434013826549,0.7,4,600
11180:984,2:460287,f,7,1.0,30,276.238280765083,0.7,4,600
18931:170327,2:459296,f,7,1.0,70,208.147693663404,0.7,4,600
2:3707379,2:451266,f,7,1.0,30,65.6847296104898,0.7,4,600
2:455064,2:455176,f,7,1.0,30,133.766872177198,0.7,4,600
2480B3020,2:450715,t,7,1.0,30,100.0,0.7,4,600
16589:8215,16589:8211,f,3,2.0,70,123.76877022793,0.5,6,1800
20656:2823433,2:3711716,f,7,1.0,30,92.6694925455132,0.7,4,600
11178:1623,2:454854,f,7,1.0,30,33.9390093312633,0.7,4,600
16585:29096,12734:29815,f,0,1.0,60,96.3845362089381,0.4,8,2000
15590:3426,2480C1190,t,7,1.0,30,100.0,0.7,4,600
1:210103800,2:444908,f,5,1.0,70,516.318756553835,0.6,5,1200
20656:2866153,11178:3305,f,7,1.0,50,69.853932726178,0.7,4,600
2:455355,2:455352,f,7,1.0,30,83.1013202747622,0.7,4,600
12734:214618,2:3707109,f,4,2.0,70,899.255517019573,0.6,5,1200
10446:209,19328:1941,f,1,2.0,70,2.78639121467041,0.4,8,2000
2:454015,2:454033,f,7,1.0,50,30.6269963981148,0.7,4,600
20656:2828583,20656:2828587,f,7,1.0,30,121.133979317682,0.7,4,600
20656:2867324,2:455035,f,7,1.0,30,93.2017044975914,0.7,4,600
2:459933,16592:21156,f,0,2.0,60,129.589133574933,0.4,8,2000
2:450242,2:450019,f,7,1.0,30,58.3967725462831,0.7,4,600
2:455176,2:455064,f,7,1.0,30,133.766872177198,0.7,4,600
2:448957,2:448744,f,3,2.0,90,214.507322643838,0.5,6,1800
2:446894,1:210201200,f,4,2.0,80,1748.12047033988,0.6,5,1200
2:446651,2:446662,f,4,2.0,40,24.2850722253803,0.6,5,1200
2:461180,2:461177,f,4,2.0,50,75.3646170048038,0.6,5,1200
20656:4228354,20656:4228368,f,7,1.0,30,26.9038883764614,0.7,4,600
2:3706919,2:3707107,f,7,1.0,50,52.0141639489378,0.7,4,600
2:460225,2:460182,f,7,1.0,40,125.572608167577,0.7,4,600
20656:2871132,20656:2851131,f,7,1.0,30,185.109407052163,0.7,4,600
12847:4441,12847:4524,f,0,2.0,110,1094.29617952669,0.4,8,2000
2:3710943,2:459722,f,0,2.0,90,148.490077728046,0.4,8,2000
2:3711724,20656:2824871,f,5,1.0,30,113.48161580393,0.6,5,1200
2:459693,2:3710899,f,7,1.0,30,150.89492271405,0.7,4,600
2:460233,2:460115,f,7,1.0,30,302.470857049229,0.7,4,600
12734:29815,12734:29810,f,1,2.0,80,9.03274421227272,0.4,8,2000
2:459863,20656:2866456,f,4,2.0,50,178.845861074397,0.6,5,1200
2:462882,2:462835,f,7,1.0,30,162.405215612256,0.7,4,600
2:448861,2:448301,f,3,2.0,80,584.550940921188,0.5,6,1800
2:460589,11180:1108,f,5,1.0,40,181.795847074307,0.6,5,1200
12726:148654,16669:27514,f,7,1.0,50,113.604518749127,0.7,4,600
2:455495,2:3709191,f,4,2.0,40,71.754419856824,0.6,5,1200
2480C1390,2:454700,t,7,1.0,30,100.0,0.7,4,600
2:3710317,2:3710349,f,5,2.0,70,154.864095189527,0.6,5,1200
2:454419,2:454464,f,7,1.0,40,107.364737027168,0.7,4,600
2:3709061,20656:2888806,f,7,1.0,50,9.29458148610097,0.7,4,600
20656:2865042,2480C1190,t,7,1.0,30,100.0,0.7,4,600
2:449924,2:449766,f,3,2.0,90,604.841126922726,0.5,6,1800
20656:2866707,2:455698,f,7,1.0,50,118.602787735632,0.7,4,600
2:440473,2:440454,f,5,2.0,70,50.9880261185855,0.6,5,1200
2:461564,20656:366901,f,7,1.0,50,76.4366737161249,0.7,4,600
20656:340917,20656:340919,f,7,1.0,50,38.911509821022,0.7,4,600
2:455099,20656:2867298,f,7,1.0,30,5.66534773882752,0.7,4,600
2:460303,20656:2827772,f,7,1.0,30,90.6606876886685,0.7,4,600
1:210103900,19317:17309,f,3,2.0,90,98.8041345024132,0.5,6,1800
2:448784,2:3706998,f,5,2.0,50,233.338145174172,0.6,5,1200
16585:29466,20656:340488,f,7,1.0,30,324.276845006157,0.7,4,600
16585:28764,2:3707947,f,7,1.0,30,135.062364067455,0.7,4,600
2:3711087,16594:17429,f,7,1.0,30,99.7841209712067,0.7,4,600
20656:851868,11178:5046,f,7,1.0,30,47.4192742215698,0.7,4,600
2:449928,2:3707280,f,5,2.0,70,742.090521524728,0.6,5,1200
11178:6326,11158:99202,f,7,1.0,50,18.0728805676215,0.7,4,600
2:456396,2:456387,f,7,1.0,40,101.446430336391,0.7,4,600
2:453766,1:200401600,f,4,2.0,50,31.5916434614956,0.6,5,1200
2:459525,2:459516,f,5,2.0,70,122.671609045454,0.6,5,1200
2:447417,2:447503,f,5,2.0,50,80.392513151081,0.6,5,1200
2:3711170,2:460643,f,7,1.0,30,35.38536002454,0.7,4,600
2:3709514,11178:3626,f,7,1.0,30,106.5331018337,0.7,4,600
2:450967,2:450976,f,7,1.0,40,89.8632988267968,0.7,4,600
16587:25339,16587:25353,f,7,1.0,50,5.73096850458736,0.7,4,600
12727:131218,2:451052,f,3,2.0,80,53.5577672464908,0.5,6,1800
16669:27252,12726:148635,f,7,1.0,50,26.4380524766198,0.7,4,600
2:450900,2:450977,f,5,1.0,40,203.915528475671,0.6,5,1200
20656:450523,20656:450521,f,7,1.0,30,6.77489881801779,0.7,4,600
2:3709372,20656:2829434,f,7,1.0,40,117.631499816046,0.7,4,600
18931:167090,18931:167093,f,7,1.0,50,97.3098333198605,0.7,4,600
12727:131116,16593:48233,f,1,1.0,70,44.9214077254277,0.4,8,2000
16587:25490,16587:25488,f,7,1.0,30,201.814769399362,0.7,4,600
2:434671,2:434662,f,7,1.0,70,43.6295946836992,0.7,4,600
20656:2892973,2:455544,f,7,1.0,40,164.390197235541,0.7,4,600
16669:27651,16669:27561,f,0,1.0,100,1922.6546133619,0.4,8,2000
16671:19723,2:459612,f,0,2.0,90,6.62762710225697,0.4,8,2000
20656:2874832,2:452014,f,7,1.0,30,140.295758683871,0.7,4,600
2:442958,2:442917,f,5,2.0,50,139.261689883048,0.6,5,1200
20656:4400982,2:456113,f,7,1.0,50,351.112947843413,0.7,4,600
2:454561,12726:148194,f,7,1.0,40,47.4970342130325,0.7,4,600
16593:48458,10446:336,f,0,1.0,70,340.786494283851,0.4,8,2000
2:455828,11158:99327,f,7,1.0,40,23.0721434850292,0.7,4,600
2:454969,20656:365594,f,4,2.0,50,101.095744242517,0.6,5,1200
2:456153,2:456191,f,5,2.0,40,92.1724518288749,0.6,5,1200
20656:342907,20656:342909,f,7,1.0,70,328.553979069079,0.7,4,600
2:452839,2:452760,f,5,2.0,70,154.189001677164,0.6,5,1200
2:437657,2:437543,f,3,2.0,80,419.324297760664,0.5,6,1800
20656:2850092,2:3709309,f,7,1.0,30,322.9826793822,0.7,4,600
2:446747,2:446592,f,7,1.0,70,236.263792906076,0.7,4,600
20656:2883483,2:455503,f,7,1.0,30,32.0649193396294,0.7,4,600
11161:330871,20656:3858874,f,7,1.0,40,6.71572556214609,0.7,4,600
2:462834,2:462803,f,7,1.0,50,33.1597783135035,0.7,4,600
2:456766,2:3709800,f,7,1.0,30,57.9085860782241,0.7,4,600
16587:25637,16587:25639,f,7,1.0,50,17.1342605526094,0.7,4,600
15590:3332,20656:2851471,f,7,1.0,30,39.622405997347,0.7,4,600
2:455746,2:455718,f,7,1.0,30,108.409524505243,0.7,4,600
1:200300800,11158:481774,f,0,2.0,60,506.440312299836,0.4,8,2000
11178:1962,10027:636262,f,4,2.0,40,7.65311188900659,0.6,5,1200
2:454700,2480C1390,t,7,1.0,30,100.0,0.7,4,600
20656:2873591,2:3709682,f,7,1.0,50,295.97043092628,0.7,4,600
1:209203300,2:464075,f,5,1.0,70,102.160117942487,0.6,5,1200
20656:3858876,20656:2868377,f,7,1.0,40,17.3934820551844,0.7,4,600
2:3709697,2:3709646,f,7,1.0,30,70.4550461075576,0.7,4,600
2:454897,2:454868,f,7,1.0,30,18.4286923298866,0.7,4,600
2:3710415,2:3710425,f,4,2.0,90,815.059011233194,0.6,5,1200
2:453440,2:3708533,f,7,1.0,40,234.968812394958,0.7,4,600
20656:2865030,2:455703,f,7,1.0,40,4.37425662260234,0.7,4,600
15610:8744,15610:8747,f,7,1.0,40,20.5507811664484,0.7,4,600
20656:2870426,20656:2870464,f,7,1.0,30,291.908632538365,0.7,4,600
11178:7314,2:452573,f,5,2.0,70,352.416635580359,0.6,5,1200
2:3709375,2:3709376,f,7,1.0,30,49.9470290364459,0.7,4,600
1:210100400,1:210104400,f,5,2.0,50,22.377423645315,0.6,5,1200
2:455623,20656:2875996,f,7,1.0,40,3.91537099131274,0.7,4,600
2:3709562,11158:99088,f,7,1.0,30,100.153764397649,0.7,4,600
11177:1823,2:438870,f,3,2.0,40,92.5000235896282,0.5,6,1800
20656:2875988,2:455672,f,7,1.0,40,13.1919098690762,0.7,4,600
2:445026,1:210100900,f,5,2.0,70,882.309275561964,0.6,5,1200
20656:771509,2:456079,f,7,1.0,50,37.0938685971358,0.7,4,600
2:450303,2:450314,f,7,1.0,30,32.8262609786484,0.7,4,600
2:459845,2:459797,f,4,2.0,70,32.8586954813544,0.6,5,1200
20656:2898098,2:455375,f,7,1.0,40,7.3158497115089,0.7,4,600
20656:2883372,2:455312,f,7,1.0,40,15.5772899106818,0.7,4,600
2:456140,2:456093,f,7,1.0,50,53.405968921016,0.7,4,600
20656:2867264,20656:2867314,f,7,1.0,30,194.259983223785,0.7,4,600
16592:21146,16592:21144,f,7,1.0,40,31.014193956867,0.7,4,600
12731:273016,2:438583,f,4,2.0,70,284.759341147781,0.6,5,1200
2:454898,2:454979,f,7,1.0,30,70.923312723444,0.7,4,600
2:455258,2:455310,f,7,1.0,30,43.5970725738775,0.7,4,600
18931:171679,18931:171670,f,7,1.0,70,650.281818787511,0.7,4,600
16587:25462,20656:361030,f,7,1.0,40,155.024010420466,0.7,4,600
2:3709130,20656:2866753,f,7,1.0,30,193.567438270788,0.7,4,600
2:460250,2:460185,f,7,1.0,30,158.277583320913,0.7,4,600
1:210301500,2:438473,f,3,2.0,70,92.790390363223,0.5,6,1800
12726:148353,2:447547,f,7,1.0,70,9.40039557684185,0.7,4,600
2:456113,2:3709612,f,7,1.0,70,1395.98189968184,0.7,4,600
2:458396,2:458384,f,5,2.0,50,10.4907107952704,0.6,5,1200
20661:5060,20661:5062,f,7,1.0,30,39.8927914868905,0.7,4,600
11158:93269,11158:93261,f,0,2.0,80,38.3754967430322,0.4,8,2000
2:3707473,2:450775,f,7,1.0,50,120.686083764804,0.7,4,600
10446:387,10446:377,f,5,2.0,70,43.4567577008445,0.6,5,1200
11178:8080,11178:8074,f,7,1.0,50,63.1705202444626,0.7,4,600
2:452743,2:452760,f,5,2.0,70,65.6057462278758,0.6,5,1200
